frame_id,avg_brut_dist,hog_mean_prev,hog_mean_curnt,hog_abs_mean_diff,class_label
51,231.11141020676186,0.1915113107894632,0.1792056371202591,0.012305673669204098,slip
52,214.7565269941165,0.1792056371202591,0.1787715660872511,0.0004340710330080211,noslip
53,218.193314405588,0.1787715660872511,0.17271317866758157,0.00605838741966952,noslip
54,216.21804715380256,0.17271317866758157,0.17172674954164965,0.0009864291259319147,noslip
55,208.02191687689887,0.17172674954164965,0.1630469254555913,0.008679824086058358,noslip
56,202.41093219854892,0.1630469254555913,0.16711763275751612,0.004070707301924825,noslip
57,218.13860955176415,0.16711763275751612,0.17081162559814747,0.0036939928406313494,noslip
58,217.08333456516266,0.17081162559814747,0.16972080978447907,0.0010908158136684054,noslip
59,211.60589143827363,0.16972080978447907,0.16309907791576833,0.006621731868710734,noslip
60,209.4614198472765,0.16309907791576833,0.16212157457379672,0.0009775033419716084,noslip
61,211.29490509033204,0.16212157457379672,0.17097824506864542,0.0088566704948487,noslip
62,212.00093851862727,0.17097824506864542,0.16849586146636597,0.002482383602279453,noslip
63,205.78666237073068,0.16849586146636597,0.1591597554091952,0.009336106057170779,noslip
64,216.96352195739746,0.1591597554091952,0.1579692060597058,0.0011905493494893948,noslip
65,202.92530797036846,0.1579692060597058,0.1591768137309422,0.0012076076712363992,noslip
66,208.98038482666016,0.1591768137309422,0.15681517770528272,0.002361636025659475,noslip
67,214.23354816436768,0.15681517770528272,0.15296504137320424,0.00385013633207848,noslip
68,213.04990116999699,0.15296504137320424,0.1616499912817722,0.008684949908567968,noslip
69,205.1033964042204,0.1616499912817722,0.15247368497580838,0.009176306305963833,noslip
70,203.55133004915916,0.15247368497580838,0.14749406821777625,0.004979616758032129,noslip
71,202.10720491409302,0.14749406821777625,0.14422585505274227,0.0032682131650339785,noslip
72,225.91363737854778,0.14422585505274227,0.14687159857946847,0.0026457435267261964,slip
73,195.90989021202188,0.14687159857946847,0.14988699736562905,0.0030153987861605835,noslip
74,214.30253504193018,0.14988699736562905,0.15883187243043273,0.008944875064803681,noslip
75,212.78397078263131,0.15883187243043273,0.15309944358358257,0.005732428846850157,noslip
76,201.59211958848036,0.15309944358358257,0.1580007828779873,0.004901339294404727,noslip
77,206.8518076578776,0.1580007828779873,0.15724561186358338,0.0007551710144039214,noslip
78,206.54520087906076,0.15724561186358338,0.16366823723140872,0.006422625367825341,noslip
79,203.34481769137912,0.16366823723140872,0.1622616576496811,0.0014065795817276294,noslip
80,207.27485787527903,0.1622616576496811,0.15225428887581416,0.010007368773866931,slip
81,207.60829982757568,0.15225428887581416,0.14747857674816756,0.004775712127646603,noslip
82,214.3112102801983,0.14747857674816756,0.1407123365188996,0.006766240229267945,slip
83,208.31689686929025,0.1407123365188996,0.13500094745514996,0.005711389063749656,slip
84,207.32411489179057,0.13500094745514996,0.1430787231483151,0.008077775693165146,slip
85,210.17398859659832,0.1430787231483151,0.11764476581591331,0.025433957332401794,slip
86,201.59846303160762,0.11764476581591331,0.09977491846807231,0.017869847347841,slip
87,205.2448909593665,0.09977491846807231,0.09577337352797692,0.004001544940095386,slip
88,202.38490010924258,0.09577337352797692,0.0897934195080733,0.005979954019903616,slip
89,198.95931106317238,0.0897934195080733,0.09567471513833734,0.00588129563026403,slip
90,203.3433841769978,0.09567471513833734,0.10171060925111292,0.0060358941127755805,slip
91,200.1744352976481,0.10171060925111292,0.10734367860161047,0.005633069350497552,slip
92,204.18151055612873,0.10734367860161047,0.1118856937618761,0.004542015160265631,slip
93,203.26372233608313,0.1118856937618761,0.10026673502253415,0.011618958739341947,slip
94,212.22522394280685,0.10026673502253415,0.11216572742929244,0.01189899240675829,slip
95,201.90019634791784,0.11216572742929244,0.11862812855335296,0.006462401124060518,slip
96,206.3264949682987,0.11862812855335296,0.13324706675535872,0.014618938202005757,slip
97,214.00496034364443,0.13324706675535872,0.13917177059694583,0.005924703841587109,slip
98,217.6703966926126,0.13917177059694583,0.1272842180516957,0.011887552545250119,slip
101,205.48798913825047,0.1272842180516957,0.11826701946364856,0.009017198588047143,slip
102,207.01110609750899,0.11826701946364856,0.10907819902627396,0.009188820437374609,slip
103,211.12359666235653,0.10907819902627396,0.11184030752658183,0.0027621085003078777,slip
104,209.5870716532723,0.11184030752658183,0.09848780684690407,0.013352500679677762,slip
105,206.49977990645397,0.09848780684690407,0.10175215081436836,0.003264343967464292,slip
106,217.13558664629537,0.10175215081436836,0.1080471066962757,0.00629495588190733,slip
107,216.02069704649878,0.1080471066962757,0.10148856644110722,0.006558540255168471,slip
109,208.14244956400856,0.10148856644110722,0.10457309695086806,0.0030845305097608328,slip
110,213.49061956638243,0.10457309695086806,0.12501316720853892,0.02044007025767086,slip
111,213.88407816205705,0.12501316720853892,0.11189560570636438,0.013117561502174538,slip
112,208.2723307754054,0.11189560570636438,0.11237255660754854,0.00047695090118415884,slip
113,204.4609844873822,0.11237255660754854,0.11608317183327266,0.0037106152257241204,slip
114,211.07104341748735,0.11608317183327266,0.11369556273001787,0.0023876091032547925,slip
115,206.0144927566116,0.11369556273001787,0.1112172529028903,0.002478309827127559,slip
116,210.93963205973307,0.1112172529028903,0.11830210629117707,0.007084853388286766,slip
117,216.0995989712802,0.11830210629117707,0.10734696151135811,0.01095514477981896,slip
